record number,reference number,literature type,reference,one sentence summary,score,country,region1,region2,site,habitat,habitat1,habitat2,habitat3,habitat4,lon (decimal degrees),lat (decimal degrees),start year,end year,number of sites / study plots,site description,site detail,number of subsites,subsite detail,type of study,species,assemblage,agri-environment,basic agri-environment,targeted agri-environment (wader-specific or higher level),site protection - nature reserve,site protection - designation,mowing,grazing,fertilizer,herbicides / pesticides,nest protection - agricultural activities,nest protection - predation (enclosures or exclosures),ground water management (drainage inhibited),wet features / surface water management,openness of landscape,predator control,other mgmt,other management type (provide description),management notes,overall metric,standardized metric,standardisation calculation,specific metric,specific metric details,reference metric before management,metric after management,log(effect size),effect size (where reported),stand. reference metric before management,stand. metric after management,stand. effect size,unit of analysis,unit of analysis detail,sample size,analysis type 1,analysis type 2,analysis type details,significant effect (Y/N /U),direction of effect (positive / negative / none),values obtained from plot?,values in plots not extracted,related records,comments
24,62,primary,"Wilson, A., Vickery, J. & Pendlebury, C. (2007) Agri-environment schemes as a tool for reversing declining populations of grassland waders: Mixed benefits from Environmentally Sensitive Areas in England. Biological Conservation, 136, 128–135.","Population trends were more favourable (increasing or declining less rapidly) in enhanced ESA options; basic ESA options had little benefit for lapwing and snipe, though benefitted redshank; population trends on reserves were generally better than on non-reserves in all areas, including area outside ESAs.",medium,United Kingdom,England,,,pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,1982,2002,677,sites,,,,correlative,redshank,Y,applied site scale,,applied site scale,applied site scale,,,,,,,,,,,,,,,abundance change,multiplicative yearly slope,yearly slope calculated by (1+additive slope 20 years)^(1/20),"additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)",,-0.70,-0.32,#NUM!,0.54,0.94,0.98,0.04,field/plot/site,,large (100-1000),frequentist,multivariate,GLM,Y,positive,,,61,reference metric is the change between 1982 and 2002 in the wider countryside; metrics calculated as (breeding pairs in 2002 - breeding pairs in 1982)/breeding pairs in 2005
1,63,grey,"Berg, A. et al. 1994.; Lapwings Vanellus vanellus nesting on farmland - can the farmer save the nests?","daily survival rate lower, but overall hatiching success higher, of nests which were spared during farming activities",poor,Sweden,Västmanland,Västerfärnebo,,arable,farmland,arable,,nearby river and lakes prone to spring flooding,16.28,59.95,1988,1990,1,,,,,correlative,lapwing,N,,,,,,,,,,applied site scale,,,,,,,nest protection from agricultural activities,,productivity (nest level),nest survival (Mayfield),calculated using 28 days incubation + 5 days laying,daily survival rate,of spared nests compared to random nests,1.00,0.99,,-0.01,0.88,0.64,-0.27,individual,nests,large (100-1000),frequentist,univariate,Z,Y,negative,,,,DSR after agricultural activity from which nest was spared. However 2 different figures are given: 0.970 and 0.987 for spared nests and 0.996 and 0.997 for nests not spared (excluding losse due to activity)
2,63,grey,"Berg, A. et al. 1994.; Lapwings Vanellus vanellus nesting on farmland - can the farmer save the nests?","daily survival rate lower, but overall hatiching success higher, of nests which were spared during farming activities",poor,Sweden,Västmanland,Västerfärnebo,,arable,farmland,arable,,nearby river and lakes prone to spring flooding,16.28,59.95,1988,1990,1,,,,,correlative,lapwing,N,,,,,,,,,,applied site scale,,,,,,,nest protection from agricultural activities,,productivity (nest level),nest survival (Mayfield),,nest survival,"Mayfield, of spared nests compared to destroyed nests, including renesting (66% renesting x 67% nest success)",0.63,0.44,,-0.30,0.63,0.44,-0.30,individual,nests,large (100-1000),frequentist,univariate,Z,Y,negative,,,,"hatching success after agricultural activity from which nest was spared, compared to hatching succes of destroyed and renested nests. Nest survival of second clutches only given as classical percentage, not calculated from mayfield"
1,64,grey,"Thorup, O., 2004. Status of populations and management of Dunlin Calidris alpina, Ruff Philomachus pugnax and Black-tailed Godwit Limosa limosa in Denmark. Dansk Orntihologisk Forening Tidsskrift 98: 21-32","numbers and trends of Dunlin, Ruff and Black-tailed Godwit in Denmark. Trends also given for 10 SPA's with 'good' management, aimed specifically at meadow birds (as defined from literature) and other SPA's.",medium,Denmark,,,,mixed pastoral/unenclosed,natural/semi-natural grassland,"wet coastal meadow, lowland wet grassland, lowland grassland, saltmarsh",,,,,1964,2002,111,,small (0-10 kmsq),,,correlative,dunlin,Y,,,,applied site scale,applied site scale,restricted site scale,applied site scale,removed site scale,,,,restricted,applied site scale,,,,>= 1% salt accepted in water systems of meadows,,abundance change,,,population change,,,,,,,,,field/plot/site,site,medium (30-100),frequentist,univariate,Chi-squared test,Y,positive,,,,"trends given over periods, not over years"
2,64,grey,"Thorup, O., 2004. Status of populations and management of Dunlin Calidris alpina, Ruff Philomachus pugnax and Black-tailed Godwit Limosa limosa in Denmark. Dansk Orntihologisk Forening Tidsskrift 98: 21-33","numbers and trends of Dunlin, Ruff and Black-tailed Godwit in Denmark. Trends also given for 10 SPA's with 'good' management, aimed specifically at meadow birds (as defined from literature) and other SPA's.",medium,Denmark,,,,mixed pastoral/unenclosed,natural/semi-natural grassland,"wet coastal meadow, lowland wet grassland, lowland grassland, saltmarsh",,,,,1964,2002,111,,small (0-10 kmsq),,,correlative,ruff,Y,,,,applied site scale,applied site scale,restricted site scale,applied site scale,removed site scale,,,,restricted,applied site scale,,,,<=0.5% salt accepted in water systems of meadows,,abundance change,,,population change,,,,,,,,,field/plot/site,site,medium (30-100),frequentist,univariate,Chi-squared test,Y,positive,,,,"trends given over periods, not over years"
3,64,grey,"Thorup, O., 2004. Status of populations and management of Dunlin Calidris alpina, Ruff Philomachus pugnax and Black-tailed Godwit Limosa limosa in Denmark. Dansk Orntihologisk Forening Tidsskrift 98: 21-34","numbers and trends of Dunlin, Ruff and Black-tailed Godwit in Denmark. Trends also given for 10 SPA's with 'good' management, aimed specifically at meadow birds (as defined from literature) and other SPA's.",medium,Denmark,,,,mixed pastoral/unenclosed,natural/semi-natural grassland,"wet coastal meadow, lowland wet grassland, lowland grassland, saltmarsh",,,,,1964,2002,111,,small (0-10 kmsq),,,correlative,black-tailed godwit,Y,,,,applied site scale,applied site scale,restricted site scale,applied site scale,removed site scale,,,,restricted,,,,,>= 1% salt accepted in water systems of meadows,,abundance change,,,population change,,,,,,,,,field/plot/site,site,medium (30-100),frequentist,univariate,Chi-squared test,Y,positive,,,,"trends given over periods, not over years"
1,65,grey,"Nijland, F., 2007. Een succesvol broedjaar voor weidevogels in 2006","BTS (measure for reproductive output based on counts of alarming pairs) was high in 2006 as compared to 1997-2005. BTS is given per management type (reserve, AES and conventional)",poor,Netherlands,Fryslan,,,mixed pastoral/unenclosed,farmland,"improved grassland, lowland wet grassland",,,5.8,53.1,1997,2005,65,,small (0-10 kmsq),,,descriptive,black-tailed godwit,Y,,,,applied site scale,,,,,,,,,,,,,,,productivity (nest + chick),proportion pairs with chicks,percentage to proportion,"GTS, Gross Territorial Success",# alarming pairs/# territories,33.00,51.00,,0.55,0.33,0.51,0.55,field/plot/site,site,medium (30-100),frequentist,univariate,ANOVA,Y,positive,,,,"variable 'management category' was significant, but only reserve differed significantly from conventional"
2,65,grey,"Nijland, F., 2007. Een succesvol broedjaar voor weidevogels in 2006","BTS (measure for reproductive output based on counts of alarming pairs) was high in 2006 as compared to 1997-2005. BTS is given per management type (reserve, AES and conventional)",poor,Netherlands,Fryslan,,,mixed pastoral/unenclosed,farmland,"improved grassland, lowland wet grassland",,,5.8,53.1,1997,2005,65,,small (0-10 kmsq),,,descriptive,black-tailed godwit,Y,applied site scale,,,,,,,,,,,,,,,,,,productivity (nest + chick),proportion pairs with chicks,percentage to proportion,"GTS, Gross Territorial Success",# alarming pairs/# territories,33.00,48.00,,0.45,0.33,0.48,0.45,field/plot/site,site,medium (30-100),frequentist,univariate,ANOVA,U,positive,,,,"variable 'management category' was significant, but only reserve differed significantly from conventional"
3,65,grey,"Nijland, F., 2007. Een succesvol broedjaar voor weidevogels in 2006","BTS (measure for reproductive output based on counts of alarming pairs) was high in 2006 as compared to 1997-2005. BTS is given per management type (reserve, AES and conventional)",poor,Netherlands,Fryslan,,,mixed pastoral/unenclosed,farmland,"improved grassland, lowland wet grassland",,,5.8,53.1,1997,2005,65,,small (0-10 kmsq),,,descriptive,redshank,Y,,,,applied site scale,,,,,,,,,,,,,,,productivity (nest + chick),proportion pairs with chicks,percentage to proportion,"GTS, Gross Territorial Success",# alarming pairs/# territories,39.00,48.00,,0.23,0.39,0.48,0.23,field/plot/site,site,medium (30-100),frequentist,univariate,ANOVA,N,positive,,,,variable 'management category' was not significant
4,65,grey,"Nijland, F., 2007. Een succesvol broedjaar voor weidevogels in 2006","BTS (measure for reproductive output based on counts of alarming pairs) was high in 2006 as compared to 1997-2005. BTS is given per management type (reserve, AES and conventional)",poor,Netherlands,Fryslan,,,mixed pastoral/unenclosed,farmland,"improved grassland, lowland wet grassland",,,5.8,53.1,1997,2005,65,,small (0-10 kmsq),,,descriptive,redshank,Y,applied site scale,,,,,,,,,,,,,,,,,,productivity (nest + chick),proportion pairs with chicks,percentage to proportion,"GTS, Gross Territorial Success",# alarming pairs/# territories,39.00,46.00,,0.18,0.39,0.46,0.18,field/plot/site,site,medium (30-100),frequentist,univariate,ANOVA,N,positive,,,,variable 'management category' was not significant
1,66,grey,"Struwe-Juhl, B. 1995. Auswirkungen der Renaturierungsmassnamen im Hohner See-Gebiet auf bestand, Bruterfolg und Nahrungsökolgie der Uferschnepfe (Limosa limosa). Corax 16:153-171","effects of restoration of meadows (increasing ground water levels and delaying agricultural activities to after 1 July) on numbers, breeding success and foraging of Black-tailed Godwit.",poor,Germany,Schleswig-Holstein,Hohner See Gebiet,,mixed pastoral/unenclosed,natural/semi-natural grassland,lowland wet grassland,,,9.5,54.3,1977,1993,1,,small (0-10 kmsq),,,descriptive,black-tailed godwit,N,,,,,,,,,,,,applied,,,,,,,abundance,number of individuals/pairs (ratio),,number of breeding pairs in study area,,16.10,25.50,,0.58,16.10,25.50,0.58,landscape/region,yearly numbers of breeding pairs,small (< 30),frequentist,univariate,Chi-squared test,Y,positive,,,,numbers of breeding pairs before and after increasing ground water levels.
2,66,grey,"Struwe-Juhl, B. 1995. Auswirkungen der Renaturierungsmassnamen im Hohner See-Gebiet auf bestand, Bruterfolg und Nahrungsökolgie der Uferschnepfe (Limosa limosa). Corax 16:153-172","effects of restoration of meadows (increasing ground water levels and delaying agricultural activities to after 1 July) on numbers, breeding success and foraging of Black-tailed Godwit.",poor,Germany,Schleswig-Holstein,Hohner See Gebiet,,mixed pastoral/unenclosed,natural/semi-natural grassland,lowland wet grassland,,,9.5,54.3,1977,1993,1,,small (0-10 kmsq),,,descriptive,black-tailed godwit,N,,,,applied site scale,,restricted site scale,,,,,,applied,,,,,,,productivity (nest level),nest survival (Mayfield),"converted using correction factor of Hötker, 2010, WSGB 117(1):59-67",classical nest success,classical nest success,38.00,77.00,,1.03,0.23,0.65,1.80,individual,,medium (30-100),frequentist,univariate,Chi-squared_Mehrfelder test,Y,positive,,,,breeding success on intensively vs extensively used grassland
1,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),188,fields,correlative,lapwing,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,13.20,7.40,,-0.44,13.20,7.40,-0.44,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,N,negative,,,,
2,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),188,fields,correlative,black-tailed godwit,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,11.60,10.50,,-0.09,11.60,10.50,-0.09,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,N,negative,,,,
3,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),188,fields,correlative,oystercatcher,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,5.60,0.00,,-1.00,5.60,0.00,-1.00,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,Y,negative,,,,
4,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),188,fields,correlative,redshank,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,3.90,1.80,,-0.54,3.90,1.80,-0.54,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,N,negative,,,,
5,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),163,fields,correlative,lapwing,Y,,,,applied site scale,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,13.20,72.20,,4.47,13.20,72.20,4.47,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,Y,positive,,,,
6,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),163,fields,correlative,black-tailed godwit,Y,,,,applied site scale,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,11.60,31.20,,1.69,11.60,31.20,1.69,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,Y,positive,,,,
7,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),163,fields,correlative,oystercatcher,Y,,,,applied site scale,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,5.60,1.60,,-0.71,5.60,1.60,-0.71,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,N,negative,,,,
8,67,grey,"Molenaar, J.G. de, D.A. Jonkers, P. Vereijken en G. Kolkman, 2005. EHS-Experiment Gaasterland; 2.Effectiviteit Agrarisch Weidevogelbeheer. Wageningen, Alterra, Alterra-rapport 1131.","effectiveness of AES and nature reserves is evaluated for densities and nest success of Black-tailed Godwit, Redshank, Oystercatcher and Lapwing. Densities and nest success are higher in reserves but not  in AES, compared to  intensive grasslands",poor,Netherlands,Fryslan,Gaasterland,,mixed pastoral/unenclosed,farmland,"lowland grassland, improved grassland",,,5.5,52.9,2004,2004,1,,medium (10-100 kmsq),163,fields,correlative,redshank,Y,,,,applied site scale,,,,,,,,,,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,3.90,13.10,,2.36,3.90,13.10,2.36,field/plot/site,fields,large (100-1000),frequentist,univariate,Poisson regression,Y,positive,,,,
1,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.6,54.3,1986,2000,56,,small (0-10 kmsq),,,correlative,lapwing,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,multiplicative yearly slope,yearly slope calculated by (1+additive slope 14 years)^(1/14),additive slope over 14 years,overall trends between 1986-2002,-0.46,-0.70,,-0.52,0.96,0.92,-0.04,field/plot/site,sites,medium (30-100),frequentist,univariate,TRIM,N,negative,,,,"sites included as ESA-sites are not necessarily in the ESA-scheme, but fall within the boundaries of the scheme"
2,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.6,54.3,1986,2000,56,,small (0-10 kmsq),,,correlative,snipe,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,multiplicative yearly slope,yearly slope calculated by (1+additive slope 14 years)^(1/14),additive slope over 14 years,overall trends between 1986-2003,-0.30,0.00,,1.00,0.97,1.00,0.03,field/plot/site,sites,medium (30-100),frequentist,univariate,TRIM,N,positive,,,,"sites included as ESA-sites are not necessarily in the ESA-scheme, but fall within the boundaries of the scheme"
3,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.6,54.3,1986,2000,56,,small (0-10 kmsq),,,correlative,curlew,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,multiplicative yearly slope,yearly slope calculated by (1+additive slope 14 years)^(1/14),additive slope over 14 years,overall trends between 1986-2000,-0.60,-0.65,,-0.08,0.94,0.93,-0.01,field/plot/site,sites,medium (30-100),frequentist,univariate,TRIM,N,negative,,,,"sites included as ESA-sites are not necessarily in the ESA-scheme, but fall within the boundaries of the scheme"
4,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.6,54.3,1986,2000,56,,small (0-10 kmsq),,,correlative,redshank,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,multiplicative yearly slope,yearly slope calculated by (1+additive slope 14 years)^(1/14),additive slope over 14 years,overall trends between 1986-2001,-0.53,-0.53,,0.00,0.95,0.95,0.00,field/plot/site,sites,medium (30-100),frequentist,univariate,TRIM,N,none,,,,"sites included as ESA-sites are not necessarily in the ESA-scheme, but fall within the boundaries of the scheme"
5,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.8,54.5,1986,2000,22,,small (0-10 kmsq),,,correlative,lapwing,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,,,population trend,,,,,,,,,field/plot/site,sites,small (< 30),frequentist,univariate,TRIM,N,negative,,,,"no trends given, only yearly indices in figure"
6,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.8,54.5,1986,2000,22,,small (0-10 kmsq),,,correlative,snipe,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,,,population trend,,,,,,,,,field/plot/site,sites,small (< 30),frequentist,univariate,TRIM,N,negative,,,,"no trends given, only yearly indices in figure"
7,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.8,54.5,1986,2000,22,,small (0-10 kmsq),,,correlative,curlew,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,,,population trend,,,,,,,,,field/plot/site,sites,small (< 30),frequentist,univariate,TRIM,N,none,,,,"no trends given, only yearly indices in figure"
8,68,grey,"Stanbury, A., O'Brien, M., & A. Donaghy, 2000. Trends in breeding wader populations in key areas within Northern Ireland between 1986 and 2000. Irish Birds 6: 513-526","trends of Lapwing, Snipe, Redshank and Curlew in key sites in Northern Ireland, with comparison of ESA with non-ESA and RSPB-reserve with non-reserves",poor,United Kingdom,Northern Ireland,,,mixed pastoral/unenclosed,,,,,-7.8,54.5,1986,2000,22,,small (0-10 kmsq),,,correlative,redshank,Y,applied site scale,,,,,,,,,,,,,,,,,,abundance change,,,population trend,,,,,,,,,field/plot/site,sites,small (< 30),frequentist,univariate,TRIM,N,none,,,,"no trends given, only yearly indices in figure"
1,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,lapwing,Y,,,,,,,,,,,,applied,applied site scale,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,4.30,11.00,,1.56,4.30,11.00,1.56,field/plot/site,fields,large (100-1000),frequentist,,,Y,positive,,,,"water management evaluated, significance tested per year, per field type, here averages shown; 8 year-field type pairs were significant, 4 were not"
2,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,,,,,,,,,,,,applied,applied site scale,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,2.23,6.48,,1.90,2.23,6.48,1.90,field/plot/site,fields,large (100-1000),frequentist,,,Y,positive,,,,"water management evaluated, significance tested per year, per field type, here averages shown; 4 year-field type pairs were significant, 2 were not"
3,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,redshank,Y,,,,,,,,,,,,applied,applied site scale,,,,,,abundance,number of pairs/100ha,,breeding pair densities/100ha,,2.20,8.10,,2.68,2.20,8.10,2.68,field/plot/site,fields,large (100-1000),frequentist,,,Y,positive,,,,"water management evaluated, significance tested per year, per field type, here averages shown; 4 year-field type pairs were significant, 2 were not"
4,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,lapwing,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,non-improved grassland (ikke markbehandlet),,abundance,number of pairs/100ha,,breeding pair densities/100ha,,7.00,16.00,,1.29,7.00,16.00,1.29,field/plot/site,fields,large (100-1000),frequentist,,,Y,positive,,,,"AES evaluated, full BACI, on non-improved grassland (ikke markbehandlet)"
