reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	n.before	n.after	var.before	var.after	var.type	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
61	42	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	curlew	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none	ESA	abundance change	change in number of pairs	NA	NA			NA	NA							Y	negative	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	abundance	0	1	-1
61	43	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	curlew	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	SSSI	abundance change	change in number of pairs	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	0	0	0
61	44	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	curlew	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	either cattle or sheep grazing	abundance change	change in number of pairs	NA	NA			NA	NA							N	negative	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	21	abundance	0	0	0
61	45	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy	presence/absence	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	occupancy	1	0	1
61	46	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none	ESA	occupancy	presence/absence	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	occupancy	0	0	0
61	47	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	SSSI	occupancy	presence/absence	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	occupancy	0	0	0
61	48	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	either cattle or sheep grazing	occupancy	presence/absence	NA	NA			NA	NA							N	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	21	occupancy	0	0	0
61	49	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density (pairs/km^2)	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
61	50	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none	ESA	abundance	breeding density (pairs/km^2)	NA	NA			NA	NA							N	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	abundance	0	0	0
61	51	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	SSSI	abundance	breeding density (pairs/km^2)	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
61	52	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	either cattle or sheep grazing	abundance	breeding density (pairs/km^2)	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	21	abundance	0	0	0
61	53	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	change in number of pairs	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
61	54	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none	ESA	abundance change	change in number of pairs	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	abundance	1	0	1
61	55	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	SSSI	abundance change	change in number of pairs	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	0	0	0
61	56	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	either cattle or sheep grazing	abundance change	change in number of pairs	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	21	abundance	1	0	1
62	1	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	-0.22	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	0.99	0.02						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
62	2	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	0.56	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	1.02	0.06						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
62	3	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	applied	applied	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	-0.4	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	0.98	0.01						N	negative	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	abundance	0	0	0
62	4	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	applied	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	-0.19	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	0.99	0.02						N	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	basic	21	abundance	0	0	0
62	5	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	applied	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	-0.41	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	0.97	0.01						N	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	basic	21	abundance	0	0	0
62	6	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	-0.23	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	0.99	0.02						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	higher	21	abundance	1	0	1
62	7	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	applied	none	applied	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	-0.4	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	0.97	0.01						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	higher	21	abundance	1	0	1
62	8	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	lapwing	Y	applied	none	applied	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.48	1.22	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.97	1.04	0.08						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	higher	21	abundance	1	0	1
62	9	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.94	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.87	-0.03						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
62	10	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.66	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.95	0.06						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
62	11	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	applied	applied	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.92	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.88	-0.01						N	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	abundance	0	0	0
62	12	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	applied	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-1	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0	-1.00						U	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	basic	21	abundance	0	0	0
62	13	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	applied	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.9	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.89	0.00						N	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	basic	21	abundance	0	0	0
62	14	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.85	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.91	0.02						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	higher	21	abundance	1	0	1
62	15	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	applied	none	applied	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.88	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.9	0.01						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	higher	21	abundance	1	0	1
62	16	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	snipe	Y	applied	none	applied	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.9	-0.24	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.89	0.99	0.11						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	higher	21	abundance	1	0	1
62	17	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	-0.7	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	0.94	0.00						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
62	18	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	1.6	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	1.05	0.11						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	none	21	abundance	1	0	1
62	19	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	applied	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	0.04	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	1	0.06						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	basic	21	abundance	1	0	1
62	20	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	-0.52	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	0.96	0.02						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	basic	21	abundance	1	0	1
62	21	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	-0.15	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	0.99	0.05						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	basic	21	abundance	1	0	1
62	22	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	0.7	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	1.03	0.09						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	higher	21	abundance	1	0	1
62	23	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	none	applied	none	applied	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	0.94	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	1.03	0.10						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	higher	21	abundance	1	0	1
62	24	primary	medium	United Kingdom	England	pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	1982	2002	correlative	redshank	Y	applied	none	applied	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 20 years, number of pairs in 2002 (with number of pairs in 1982 as an offset)	-0.7	-0.32	multiplicative yearly slope	yearly slope calculated by (1+additive slope 20 years)^(1/20)	0.94	0.98	0.04						Y	positive	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	applied	higher	21	abundance	1	0	1
63	1	grey	poor	Sweden	VŠstmanland	arable	farmland	arable	1988	1990	correlative	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	daily survival rate	1	0.99	nest survival (Mayfield)	calculated using 28 days incubation + 5 days laying	0.88	0.64	-0.27						Y	negative	individual	large	frequentist	univariate	Z		none	none	applied	none	none	3	productivity	0	1	-1
63	2	grey	poor	Sweden	VŠstmanland	arable	farmland	arable	1988	1990	correlative	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	nest survival	0.63	0.44	nest survival (Mayfield)		0.63	0.44	-0.30						Y	negative	individual	large	frequentist	univariate	Z		none	none	applied	none	none	3	productivity	0	1	-1
64	1	grey	medium	Denmark		mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, lowland grassland, saltmarsh	1964	2002	correlative	dunlin	Y	none	none	none	applied	applied	reduced	applied	removed	none	none	none	restricted	applied	none	none		abundance change	population change	NA	NA			NA	NA							Y	positive	field/plot/site	medium	frequentist	univariate	Chi-squared test		reduced	applied	none	applied	none	39	abundance	1	0	1
64	2	grey	medium	Denmark		mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, lowland grassland, saltmarsh	1964	2002	correlative	ruff	Y	none	none	none	applied	applied	reduced	applied	removed	none	none	none	restricted	applied	none	none		abundance change	population change	NA	NA			NA	NA							Y	positive	field/plot/site	medium	frequentist	univariate	Chi-squared test		reduced	applied	none	applied	none	39	abundance	1	0	1
64	3	grey	medium	Denmark		mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, lowland grassland, saltmarsh	1964	2002	correlative	black-tailed godwit	Y	none	none	none	applied	applied	reduced	applied	removed	none	none	none	restricted	none	none	none		abundance change	population change	NA	NA			NA	NA							Y	positive	field/plot/site	medium	frequentist	univariate	Chi-squared test		reduced	applied	none	applied	none	39	abundance	1	0	1
65	1	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	improved grassland, lowland wet grassland	1997	2005	descriptive	black-tailed godwit	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		productivity (nest + chick)	GTS, Gross Territorial Success	33	51	proportion pairs with chicks	percentage to proportion	0.33	0.51	0.55						Y	positive	field/plot/site	medium	frequentist	univariate	ANOVA		none	none	none	applied	none	9	productivity	1	0	1
65	2	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	improved grassland, lowland wet grassland	1997	2005	descriptive	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		productivity (nest + chick)	GTS, Gross Territorial Success	33	48	proportion pairs with chicks	percentage to proportion	0.33	0.48	0.45						U	positive	field/plot/site	medium	frequentist	univariate	ANOVA		none	none	none	none	basic	9	productivity	0	0	0
65	3	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	improved grassland, lowland wet grassland	1997	2005	descriptive	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		productivity (nest + chick)	GTS, Gross Territorial Success	39	48	proportion pairs with chicks	percentage to proportion	0.39	0.48	0.23						N	positive	field/plot/site	medium	frequentist	univariate	ANOVA		none	none	none	applied	none	9	productivity	0	0	0
65	4	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	improved grassland, lowland wet grassland	1997	2005	descriptive	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		productivity (nest + chick)	GTS, Gross Territorial Success	39	46	proportion pairs with chicks	percentage to proportion	0.39	0.46	0.18						N	positive	field/plot/site	medium	frequentist	univariate	ANOVA		none	none	none	none	basic	9	productivity	0	0	0
66	1	grey	poor	Germany	Schleswig-Holstein	mixed pastoral/unenclosed	natural/semi-natural grassland	lowland wet grassland	1977	1993	descriptive	black-tailed godwit	N	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	none		abundance	number of breeding pairs in study area	16.1	25.5	number of individuals/pairs (ratio)		16.1	25.5	0.58						Y	positive	landscape/region	small	frequentist	univariate	Chi-squared test		none	reduced	none	none	none	17	abundance	1	0	1
66	2	grey	poor	Germany	Schleswig-Holstein	mixed pastoral/unenclosed	natural/semi-natural grassland	lowland wet grassland	1977	1993	descriptive	black-tailed godwit	N	none	none	none	applied	none	reduced	none	none	none	none	none	applied	none	none	none		productivity (nest level)	classical nest success	38	77	nest survival (Mayfield)	converted using correction factor of Hštker, 2010, WSGB 117(1):59-67	0.23	0.65	1.80						Y	positive	individual	medium	frequentist	univariate	Chi-squared_Mehrfelder test		none	reduced	none	applied	none	17	productivity	1	0	1
67	1	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	13.2	7.4	number of pairs/100ha		13.2	7.4	-0.44						N	negative	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	none	basic	1	abundance	0	0	0
67	2	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	11.6	10.5	number of pairs/100ha		11.6	10.5	-0.09						N	negative	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	none	basic	1	abundance	0	0	0
67	3	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	oystercatcher	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	5.6	0	number of pairs/100ha		5.6	0	-1.00						Y	negative	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	none	basic	1	abundance	0	1	-1
67	4	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	3.9	1.8	number of pairs/100ha		3.9	1.8	-0.54						N	negative	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	none	basic	1	abundance	0	0	0
67	5	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	lapwing	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	13.2	72.2	number of pairs/100ha		13.2	72.2	4.47						Y	positive	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	applied	none	1	abundance	1	0	1
67	6	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	black-tailed godwit	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	11.6	31.2	number of pairs/100ha		11.6	31.2	1.69						Y	positive	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	applied	none	1	abundance	1	0	1
67	7	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	oystercatcher	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	5.6	1.6	number of pairs/100ha		5.6	1.6	-0.71						N	negative	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	applied	none	1	abundance	0	0	0
67	8	grey	poor	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland grassland, improved grassland	2004	2004	correlative	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	3.9	13.1	number of pairs/100ha		3.9	13.1	2.36						Y	positive	field/plot/site	large	frequentist	univariate	Poisson regression		none	none	none	applied	none	1	abundance	1	0	1
68	1	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 14 years	-0.46	-0.7	multiplicative yearly slope	yearly slope calculated by (1+additive slope 14 years)^(1/14)	0.96	0.92	-0.04						N	negative	field/plot/site	medium	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
68	2	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	snipe	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 14 years	-0.3	0	multiplicative yearly slope	yearly slope calculated by (1+additive slope 14 years)^(1/14)	0.97	1	0.03						N	positive	field/plot/site	medium	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
68	3	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	curlew	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 14 years	-0.6	-0.65	multiplicative yearly slope	yearly slope calculated by (1+additive slope 14 years)^(1/14)	0.94	0.93	-0.01						N	negative	field/plot/site	medium	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
68	4	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	additive slope over 14 years	-0.53	-0.53	multiplicative yearly slope	yearly slope calculated by (1+additive slope 14 years)^(1/14)	0.95	0.95	0.00						N	none	field/plot/site	medium	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
